id_penjualan,id_invoice,tanggal,id_customer,nama_customer,id_barang,nama_barang,harga,jumlah_barang,unit,total_harga_per_barang,mata_uang,kode_brand,brand,cabang_sales,id_distributor,group_category
IN6320BRG0006,IN6320,2022-02-01,CUST55495,APOTEK MERDEKA,BRG0006,KETOCONAZOLE TABLET 200 MG,2819.1999999999998,67,DUS,188886.39999999999,IDR,205,OGB & PH,Bandung,TA,Apotek
IN6103BRG0001,IN6103,2022-01-27,CUST55496,KLINIK SAHABAT,BRG0001,ACYCLOVIR DUS,4592.1000000000004,15,DUS,68881.5,IDR,206,OGB & PH,Tangerang,TD,Klinik
IN6172BRG0002,IN6172,2022-01-28,CUST55497,APOTEK SINAR JAYA,BRG0002,ALERGINE TABLET SALUT,3991.9000000000001,12,DUS,47902.800000000003,IDR,203,ETIKAL,Bekasi,TA,Apotek
IN6183BRG0003,IN6183,2022-01-23,CUST55498,APOTEK SAHABAT,BRG0003,AMPICILLIN,5780.6999999999998,25,DUS,144517.5,IDR,210,MARCKS,Padang,EPM,Apotek
IN6278BRG0004,IN6278,2022-01-30,CUST55499,KLINIK DR. ANDRI,BRG0004,TRAMADOL KAPSUL 50 MG,6940.3000000000002,13,DUS,90223.900000000009,IDR,201,VNS,Lampung,TD,Klinik
IN6186BRG0001,IN6186,2022-01-31,CUST55500,APOTEK TAPAK,BRG0001,ACYCLOVIR DUS,1169.9100000000001,17,DUS,19888.470000000001,IDR,206,OGB & PH,Aceh,EPM,Apotek
IN6211BRG0002,IN6211,2022-02-01,CUST55501,APOTEK MAJA,BRG0002,ALERGINE TABLET SALUT,2337.5,18,DUS,42075,IDR,203,ETIKAL,Kuningan,TA,Apotek
IN6118BRG0003,IN6118,2022-01-27,CUST55502,KLINIK GM,BRG0003,AMPICILLIN,10690.6,18,DUS,192430.80000000002,IDR,210,MARCKS,Jakarta,TA,Klinik
IN6162BRG0004,IN6162,2022-01-28,CUST55503,APOTEK MERDEKA,BRG0004,TRAMADOL KAPSUL 50 MG,8700.7000000000007,12,DUS,104408.40000000001,IDR,201,VNS,Bandung,TA,Apotek
IN6221BRG0005,IN6221,2022-01-23,CUST55504,KLINIK SAHABAT,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,5648.3000000000002,25,DUS,141207.5,IDR,203,SLCYL,Tangerang,TD,Klinik
IN6170BRG0006,IN6170,2022-01-30,CUST55505,APOTEK SINAR JAYA,BRG0006,KETOCONAZOLE TABLET 200 MG,2819.1999999999998,13,DUS,36649.599999999999,IDR,205,OGB & PH,Bekasi,TA,Apotek
IN6045BRG0007,IN6045,2022-01-31,CUST55506,APOTEK SAHABAT,BRG0007,ERGOTAMINE COFFEINE,4592.1000000000004,21,DUS,96434.100000000006,IDR,206,ETIKAL,Padang,EPM,Apotek
IN6300BRG0008,IN6300,2022-02-01,CUST55507,APOTEK TAPAK,BRG0008,TETRACYCLINE KAPSUL 250 MG,3991.9000000000001,21,DUS,83829.900000000009,IDR,204,MARCKS,Aceh,EPM,Apotek
IN6228BRG0009,IN6228,2022-01-27,CUST55508,APOTEK MAJA,BRG0009,AMBROXOL HC,5780.6999999999998,12,DUS,69368.399999999994,IDR,207,VNS,Kuningan,TA,Apotek
IN6199BRG0010,IN6199,2022-01-28,CUST55509,KLINIK GM,BRG0010,PARACETAMOL,6940.3000000000002,25,DUS,173507.5,IDR,208,SLCYL,Jakarta,TA,Klinik
IN6215BRG0001,IN6215,2022-01-23,CUST55510,APOTEK MERDEKA,BRG0001,ACYCLOVIR DUS,1169.9100000000001,13,DUS,15208.830000000002,IDR,206,OGB & PH,Bandung,TA,Apotek
IN6107BRG0002,IN6107,2022-01-30,CUST55511,KLINIK SAHABAT,BRG0002,ALERGINE TABLET SALUT,2337.5,24,DUS,56100,IDR,203,ETIKAL,Tangerang,TD,Klinik
IN6152BRG0003,IN6152,2022-01-31,CUST55512,APOTEK SINAR JAYA,BRG0003,AMPICILLIN,10690.6,10,DUS,106906,IDR,210,MARCKS,Bekasi,TA,Apotek
IN6017BRG0004,IN6017,2022-02-01,CUST55513,APOTEK SAHABAT,BRG0004,TRAMADOL KAPSUL 50 MG,8700.7000000000007,23,DUS,200116.10000000001,IDR,201,VNS,Padang,EPM,Apotek
IN6299BRG0005,IN6299,2022-01-27,CUST55514,KLINIK DR. ANDRI,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,5648.3000000000002,12,DUS,67779.600000000006,IDR,203,SLCYL,Lampung,TD,Klinik
IN6064BRG0006,IN6064,2022-01-28,CUST55515,APOTEK TAPAK,BRG0006,KETOCONAZOLE TABLET 200 MG,2819.1999999999998,10,DUS,28192,IDR,205,OGB & PH,Aceh,EPM,Apotek
IN6308BRG0007,IN6308,2022-01-23,CUST55516,APOTEK MAJA,BRG0007,ERGOTAMINE COFFEINE,4592.1000000000004,67,DUS,307670.70000000001,IDR,206,ETIKAL,Kuningan,TA,Apotek
IN6038BRG0008,IN6038,2022-01-30,CUST55517,KLINIK GM,BRG0008,TETRACYCLINE KAPSUL 250 MG,3991.9000000000001,98,DUS,391206.20000000001,IDR,204,MARCKS,Jakarta,TA,Klinik
IN6130BRG0009,IN6130,2022-01-31,CUST55518,APOTEK MERDEKA,BRG0009,AMBROXOL HC,5780.6999999999998,5,DUS,28903.5,IDR,207,VNS,Bandung,TA,Apotek
IN6293BRG0010,IN6293,2022-02-01,CUST55519,KLINIK SAHABAT,BRG0010,PARACETAMOL,6940.3000000000002,4,DUS,27761.200000000001,IDR,208,SLCYL,Tangerang,TD,Klinik
IN6205BRG0001,IN6205,2022-01-27,CUST55520,APOTEK SINAR JAYA,BRG0001,ACYCLOVIR DUS,1169.9100000000001,8,DUS,9359.2800000000007,IDR,206,OGB & PH,Bekasi,TA,Apotek
IN6325BRG0002,IN6325,2022-01-28,CUST55521,APOTEK SAHABAT,BRG0002,ALERGINE TABLET SALUT,2337.5,9,DUS,21037.5,IDR,203,ETIKAL,Padang,EPM,Apotek
IN6317BRG0003,IN6317,2022-01-23,CUST55522,APOTEK TAPAK,BRG0003,AMPICILLIN,10690.6,10,DUS,106906,IDR,210,MARCKS,Aceh,EPM,Apotek
IN6025BRG0004,IN6025,2022-01-30,CUST55523,APOTEK MAJA,BRG0004,TRAMADOL KAPSUL 50 MG,8700.7000000000007,7,DUS,60904.900000000009,IDR,201,VNS,Kuningan,TA,Apotek
IN6203BRG0005,IN6203,2022-01-31,CUST55524,KLINIK GM,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,5648.3000000000002,100,DUS,564830,IDR,203,SLCYL,Jakarta,TA,Klinik
IN6243BRG0006,IN6243,2022-02-01,CUST55525,APOTEK MERDEKA,BRG0006,KETOCONAZOLE TABLET 200 MG,2819.1999999999998,67,DUS,188886.39999999999,IDR,205,OGB & PH,Bandung,TA,Apotek
IN6136BRG0001,IN6136,2022-01-27,CUST55526,KLINIK SAHABAT,BRG0001,ACYCLOVIR DUS,4592.1000000000004,78,DUS,358183.80000000005,IDR,206,OGB & PH,Tangerang,TD,Klinik
IN6314BRG0002,IN6314,2022-01-28,CUST55527,APOTEK SINAR JAYA,BRG0002,ALERGINE TABLET SALUT,3991.9000000000001,45,DUS,179635.5,IDR,203,ETIKAL,Bekasi,TA,Apotek
IN6202BRG0003,IN6202,2022-01-23,CUST55528,APOTEK SAHABAT,BRG0003,AMPICILLIN,5780.6999999999998,34,DUS,196543.79999999999,IDR,210,MARCKS,Padang,EPM,Apotek
IN6279BRG0004,IN6279,2022-01-30,CUST55529,KLINIK DR. ANDRI,BRG0004,TRAMADOL KAPSUL 50 MG,6940.3000000000002,20,DUS,138806,IDR,201,VNS,Lampung,TD,Klinik
IN6196BRG0001,IN6196,2022-01-31,CUST55530,APOTEK TAPAK,BRG0001,ACYCLOVIR DUS,1169.9100000000001,45,DUS,52645.950000000004,IDR,206,OGB & PH,Aceh,EPM,Apotek
IN6266BRG0002,IN6266,2022-02-01,CUST55531,APOTEK MAJA,BRG0002,ALERGINE TABLET SALUT,2337.5,34,DUS,79475,IDR,203,ETIKAL,Kuningan,TA,Apotek
IN6058BRG0003,IN6058,2022-01-27,CUST55532,KLINIK GM,BRG0003,AMPICILLIN,10690.6,34,DUS,363480.40000000002,IDR,210,MARCKS,Jakarta,TA,Klinik
IN6246BRG0004,IN6246,2022-01-28,CUST55533,APOTEK MERDEKA,BRG0004,TRAMADOL KAPSUL 50 MG,8700.7000000000007,34,DUS,295823.80000000005,IDR,201,VNS,Bandung,TA,Apotek
IN6242BRG0005,IN6242,2022-01-23,CUST55534,KLINIK SAHABAT,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,5648.3000000000002,44,DUS,248525.20000000001,IDR,203,SLCYL,Tangerang,TD,Klinik
IN5982BRG0006,IN5982,2022-01-30,CUST55535,APOTEK SINAR JAYA,BRG0006,KETOCONAZOLE TABLET 200 MG,2819.1999999999998,5,DUS,14096,IDR,205,OGB & PH,Bekasi,TA,Apotek
IN6068BRG0007,IN6068,2022-01-31,CUST55536,APOTEK SAHABAT,BRG0007,ERGOTAMINE COFFEINE,4592.1000000000004,6,DUS,27552.600000000002,IDR,206,ETIKAL,Padang,EPM,Apotek
IN6128BRG0008,IN6128,2022-02-01,CUST55537,APOTEK TAPAK,BRG0008,TETRACYCLINE KAPSUL 250 MG,3991.9000000000001,79,DUS,315360.10000000003,IDR,204,MARCKS,Aceh,EPM,Apotek
IN6066BRG0009,IN6066,2022-01-27,CUST55538,APOTEK MAJA,BRG0009,AMBROXOL HC,5780.6999999999998,12,DUS,69368.399999999994,IDR,207,VNS,Kuningan,TA,Apotek
IN6303BRG0010,IN6303,2022-01-28,CUST55539,KLINIK GM,BRG0010,PARACETAMOL,6940.3000000000002,95,DUS,659328.5,IDR,208,SLCYL,Jakarta,TA,Klinik
IN6284BRG0001,IN6284,2022-01-23,CUST55540,APOTEK MERDEKA,BRG0001,ACYCLOVIR DUS,1169.9100000000001,76,DUS,88913.160000000003,IDR,206,OGB & PH,Bandung,TA,Apotek
IN6240BRG0002,IN6240,2022-01-30,CUST55541,KLINIK SAHABAT,BRG0002,ALERGINE TABLET SALUT,2337.5,48,DUS,112200,IDR,203,ETIKAL,Tangerang,TD,Klinik
IN6244BRG0003,IN6244,2022-01-31,CUST55542,APOTEK SINAR JAYA,BRG0003,AMPICILLIN,10690.6,21,DUS,224502.60000000001,IDR,210,MARCKS,Bekasi,TA,Apotek
IN6060BRG0004,IN6060,2022-02-01,CUST55543,APOTEK SAHABAT,BRG0004,TRAMADOL KAPSUL 50 MG,8700.7000000000007,21,DUS,182714.70000000001,IDR,201,VNS,Padang,EPM,Apotek
IN6254BRG0005,IN6254,2022-02-02,CUST55544,KLINIK DR. ANDRI,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,5648.3000000000002,12,DUS,67779.600000000006,IDR,203,SLCYL,Lampung,TD,Klinik
IN6171BRG0006,IN6171,2022-02-03,CUST55545,APOTEK TAPAK,BRG0006,KETOCONAZOLE TABLET 200 MG,2819.1999999999998,25,DUS,70480,IDR,205,OGB & PH,Aceh,EPM,Apotek
IN6002BRG0007,IN6002,2022-02-04,CUST55546,APOTEK MAJA,BRG0007,ERGOTAMINE COFFEINE,4592.1000000000004,13,DUS,59697.300000000003,IDR,206,ETIKAL,Kuningan,TA,Apotek
IN6261BRG0008,IN6261,2022-02-05,CUST55547,KLINIK GM,BRG0008,TETRACYCLINE KAPSUL 250 MG,3991.9000000000001,24,DUS,95805.600000000006,IDR,204,MARCKS,Jakarta,TA,Klinik
IN6088BRG0009,IN6088,2022-02-06,CUST55548,APOTEK MERDEKA,BRG0009,AMBROXOL HC,5780.6999999999998,10,DUS,57807,IDR,207,VNS,Bandung,TA,Apotek
IN6181BRG0010,IN6181,2022-02-07,CUST55549,KLINIK SAHABAT,BRG0010,PARACETAMOL,6940.3000000000002,130,DUS,902239,IDR,208,SLCYL,Tangerang,TD,Klinik
IN6135BRG0001,IN6135,2022-02-08,CUST55550,APOTEK SINAR JAYA,BRG0001,ACYCLOVIR DUS,1169.9100000000001,12,DUS,14038.920000000002,IDR,206,OGB & PH,Bekasi,TA,Apotek
IN5988BRG0002,IN5988,2022-02-09,CUST55551,APOTEK SAHABAT,BRG0002,ALERGINE TABLET SALUT,2337.5,10,DUS,23375,IDR,203,ETIKAL,Padang,EPM,Apotek
IN6234BRG0003,IN6234,2022-02-10,CUST55552,APOTEK TAPAK,BRG0003,AMPICILLIN,10690.6,67,DUS,716270.20000000007,IDR,210,MARCKS,Aceh,EPM,Apotek
IN6319BRG0004,IN6319,2022-02-11,CUST55553,APOTEK MAJA,BRG0004,TRAMADOL KAPSUL 50 MG,8700.7000000000007,98,DUS,852668.60000000009,IDR,201,VNS,Kuningan,TA,Apotek
IN6006BRG0005,IN6006,2022-02-12,CUST55554,KLINIK GM,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,5648.3000000000002,5,DUS,28241.5,IDR,203,SLCYL,Jakarta,TA,Klinik
IN6147BRG0006,IN6147,2022-02-13,CUST55555,APOTEK MERDEKA,BRG0006,KETOCONAZOLE TABLET 200 MG,2819.1999999999998,4,DUS,11276.799999999999,IDR,205,OGB & PH,Bandung,TA,Apotek
IN6129BRG0001,IN6129,2022-02-14,CUST55556,KLINIK SAHABAT,BRG0001,ACYCLOVIR DUS,4592.1000000000004,8,DUS,36736.800000000003,IDR,206,OGB & PH,Tangerang,TD,Klinik
IN5986BRG0002,IN5986,2022-02-15,CUST55557,APOTEK SINAR JAYA,BRG0002,ALERGINE TABLET SALUT,3991.9000000000001,9,DUS,35927.099999999999,IDR,203,ETIKAL,Bekasi,TA,Apotek
IN6026BRG0003,IN6026,2022-02-16,CUST55558,APOTEK SAHABAT,BRG0003,AMPICILLIN,5780.6999999999998,21,DUS,121394.7,IDR,210,MARCKS,Padang,EPM,Apotek
IN6224BRG0004,IN6224,2022-02-17,CUST55559,KLINIK DR. ANDRI,BRG0004,TRAMADOL KAPSUL 50 MG,6940.3000000000002,21,DUS,145746.30000000002,IDR,201,VNS,Lampung,TD,Klinik
IN6087BRG0001,IN6087,2022-02-18,CUST55560,APOTEK TAPAK,BRG0001,ACYCLOVIR DUS,1169.9100000000001,12,DUS,14038.920000000002,IDR,206,OGB & PH,Aceh,EPM,Apotek
IN6096BRG0002,IN6096,2022-02-19,CUST55561,APOTEK MAJA,BRG0002,ALERGINE TABLET SALUT,2337.5,25,DUS,58437.5,IDR,203,ETIKAL,Kuningan,TA,Apotek
IN6034BRG0003,IN6034,2022-02-20,CUST55562,KLINIK GM,BRG0003,AMPICILLIN,10690.6,13,DUS,138977.80000000002,IDR,210,MARCKS,Jakarta,TA,Klinik
IN6231BRG0004,IN6231,2022-02-21,CUST55563,APOTEK MERDEKA,BRG0004,TRAMADOL KAPSUL 50 MG,8700.7000000000007,24,DUS,208816.80000000002,IDR,201,VNS,Bandung,TA,Apotek
IN6260BRG0005,IN6260,2022-02-22,CUST55564,KLINIK SAHABAT,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,5648.3000000000002,10,DUS,56483,IDR,203,SLCYL,Tangerang,TD,Klinik
IN6302BRG0006,IN6302,2022-02-23,CUST55565,APOTEK SINAR JAYA,BRG0006,KETOCONAZOLE TABLET 200 MG,2819.1999999999998,120,DUS,338304,IDR,205,OGB & PH,Bekasi,TA,Apotek
IN6061BRG0007,IN6061,2022-02-24,CUST55566,APOTEK SAHABAT,BRG0007,ERGOTAMINE COFFEINE,4592.1000000000004,12,DUS,55105.200000000004,IDR,206,ETIKAL,Padang,EPM,Apotek
IN6011BRG0008,IN6011,2022-02-25,CUST55567,APOTEK TAPAK,BRG0008,TETRACYCLINE KAPSUL 250 MG,3991.9000000000001,10,DUS,39919,IDR,204,MARCKS,Aceh,EPM,Apotek
IN6275BRG0009,IN6275,2022-02-26,CUST55568,APOTEK MAJA,BRG0009,AMBROXOL HC,5780.6999999999998,67,DUS,387306.89999999997,IDR,207,VNS,Kuningan,TA,Apotek
IN6114BRG0010,IN6114,2022-02-27,CUST55569,KLINIK GM,BRG0010,PARACETAMOL,6940.3000000000002,98,DUS,680149.40000000002,IDR,208,SLCYL,Jakarta,TA,Klinik
IN6041BRG0001,IN6041,2022-02-28,CUST55570,APOTEK MERDEKA,BRG0001,ACYCLOVIR DUS,1169.9100000000001,5,DUS,5849.5500000000002,IDR,206,OGB & PH,Bandung,TA,Apotek
IN6069BRG0002,IN6069,2022-03-01,CUST55571,KLINIK SAHABAT,BRG0002,ALERGINE TABLET SALUT,2337.5,4,DUS,9350,IDR,203,ETIKAL,Tangerang,TD,Klinik
IN6239BRG0003,IN6239,2022-03-02,CUST55572,APOTEK SINAR JAYA,BRG0003,AMPICILLIN,10690.6,8,DUS,85524.800000000003,IDR,210,MARCKS,Bekasi,TA,Apotek
IN6137BRG0004,IN6137,2022-03-03,CUST55573,APOTEK SAHABAT,BRG0004,TRAMADOL KAPSUL 50 MG,8700.7000000000007,9,DUS,78306.300000000003,IDR,201,VNS,Padang,EPM,Apotek
IN6189BRG0005,IN6189,2022-03-04,CUST55574,KLINIK DR. ANDRI,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,5648.3000000000002,1,DUS,5648.3000000000002,IDR,203,SLCYL,Lampung,TD,Klinik
IN6229BRG0006,IN6229,2022-03-05,CUST55575,APOTEK TAPAK,BRG0006,KETOCONAZOLE TABLET 200 MG,2819.1999999999998,5,DUS,14096,IDR,205,OGB & PH,Aceh,EPM,Apotek
IN6110BRG0007,IN6110,2022-03-06,CUST55576,APOTEK MAJA,BRG0007,ERGOTAMINE COFFEINE,4592.1000000000004,9,DUS,41328.900000000001,IDR,206,ETIKAL,Kuningan,TA,Apotek
IN6182BRG0008,IN6182,2022-03-07,CUST55577,KLINIK GM,BRG0008,TETRACYCLINE KAPSUL 250 MG,3991.9000000000001,13,DUS,51894.700000000004,IDR,204,MARCKS,Jakarta,TA,Klinik
IN6164BRG0009,IN6164,2022-03-08,CUST55578,APOTEK MERDEKA,BRG0009,AMBROXOL HC,5780.6999999999998,1,DUS,5780.6999999999998,IDR,207,VNS,Bandung,TA,Apotek
IN6016BRG0010,IN6016,2022-03-09,CUST55579,KLINIK SAHABAT,BRG0010,PARACETAMOL,6940.3000000000002,5,DUS,34701.5,IDR,208,SLCYL,Tangerang,TD,Klinik
IN6043BRG0001,IN6043,2022-03-10,CUST55580,APOTEK SINAR JAYA,BRG0001,ACYCLOVIR DUS,1169.9100000000001,9,DUS,10529.190000000001,IDR,206,OGB & PH,Bekasi,TA,Apotek
IN6020BRG0002,IN6020,2022-03-11,CUST55581,APOTEK SAHABAT,BRG0002,ALERGINE TABLET SALUT,2337.5,1,DUS,2337.5,IDR,203,ETIKAL,Padang,EPM,Apotek
IN6206BRG0003,IN6206,2022-03-12,CUST55582,APOTEK TAPAK,BRG0003,AMPICILLIN,10690.6,23,DUS,245883.80000000002,IDR,210,MARCKS,Aceh,EPM,Apotek
IN6055BRG0004,IN6055,2022-03-13,CUST55583,APOTEK MAJA,BRG0004,TRAMADOL KAPSUL 50 MG,8700.7000000000007,4,DUS,34802.800000000003,IDR,201,VNS,Kuningan,TA,Apotek
IN6092BRG0005,IN6092,2022-03-14,CUST55584,KLINIK GM,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,5648.3000000000002,2,DUS,11296.6,IDR,203,SLCYL,Jakarta,TA,Klinik
IN6177BRG0006,IN6177,2022-03-15,CUST55585,APOTEK MERDEKA,BRG0006,KETOCONAZOLE TABLET 200 MG,2819.1999999999998,17,DUS,47926.399999999994,IDR,205,OGB & PH,Bandung,TA,Apotek
IN6209BRG0001,IN6209,2022-03-16,CUST55586,KLINIK SAHABAT,BRG0001,ACYCLOVIR DUS,4592.1000000000004,11,DUS,50513.100000000006,IDR,206,OGB & PH,Tangerang,TD,Klinik
IN6250BRG0002,IN6250,2022-03-17,CUST55587,APOTEK SINAR JAYA,BRG0002,ALERGINE TABLET SALUT,3991.9000000000001,11,DUS,43910.900000000001,IDR,203,ETIKAL,Bekasi,TA,Apotek
IN6193BRG0003,IN6193,2022-03-18,CUST55588,APOTEK SAHABAT,BRG0003,AMPICILLIN,5780.6999999999998,12,DUS,69368.399999999994,IDR,210,MARCKS,Padang,EPM,Apotek
IN6081BRG0004,IN6081,2022-03-19,CUST55589,KLINIK DR. ANDRI,BRG0004,TRAMADOL KAPSUL 50 MG,6940.3000000000002,25,DUS,173507.5,IDR,201,VNS,Lampung,TD,Klinik
IN6149BRG0001,IN6149,2022-03-20,CUST55590,APOTEK TAPAK,BRG0001,ACYCLOVIR DUS,1169.9100000000001,13,DUS,15208.830000000002,IDR,206,OGB & PH,Aceh,EPM,Apotek
IN6014BRG0002,IN6014,2022-03-21,CUST55591,APOTEK MAJA,BRG0002,ALERGINE TABLET SALUT,2337.5,34,DUS,79475,IDR,203,ETIKAL,Kuningan,TA,Apotek
IN6290BRG0003,IN6290,2022-03-22,CUST55592,KLINIK GM,BRG0003,AMPICILLIN,10690.6,67,DUS,716270.20000000007,IDR,210,MARCKS,Jakarta,TA,Klinik
IN6051BRG0004,IN6051,2022-03-23,CUST55593,APOTEK MERDEKA,BRG0004,TRAMADOL KAPSUL 50 MG,8700.7000000000007,15,DUS,130510.50000000001,IDR,201,VNS,Bandung,TA,Apotek
IN6076BRG0005,IN6076,2022-03-24,CUST55594,KLINIK SAHABAT,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,5648.3000000000002,12,DUS,67779.600000000006,IDR,203,SLCYL,Tangerang,TD,Klinik
IN6140BRG0006,IN6140,2022-03-25,CUST55595,APOTEK SINAR JAYA,BRG0006,KETOCONAZOLE TABLET 200 MG,2819.1999999999998,25,DUS,70480,IDR,205,OGB & PH,Bekasi,TA,Apotek
IN6080BRG0007,IN6080,2022-03-26,CUST55596,APOTEK SAHABAT,BRG0007,ERGOTAMINE COFFEINE,4592.1000000000004,13,DUS,59697.300000000003,IDR,206,ETIKAL,Padang,EPM,Apotek
IN6153BRG0008,IN6153,2022-03-27,CUST55597,APOTEK TAPAK,BRG0008,TETRACYCLINE KAPSUL 250 MG,3991.9000000000001,17,DUS,67862.300000000003,IDR,204,MARCKS,Aceh,EPM,Apotek
IN5979BRG0009,IN5979,2022-03-28,CUST55598,APOTEK MAJA,BRG0009,AMBROXOL HC,5780.6999999999998,18,DUS,104052.59999999999,IDR,207,VNS,Kuningan,TA,Apotek
IN6098BRG0010,IN6098,2022-03-29,CUST55599,KLINIK GM,BRG0010,PARACETAMOL,6940.3000000000002,18,DUS,124925.40000000001,IDR,208,SLCYL,Jakarta,TA,Klinik
IN6078BRG0001,IN6078,2022-03-30,CUST55600,APOTEK MERDEKA,BRG0001,ACYCLOVIR DUS,1169.9100000000001,12,DUS,14038.920000000002,IDR,206,OGB & PH,Bandung,TA,Apotek
IN6085BRG0002,IN6085,2022-03-31,CUST55601,KLINIK SAHABAT,BRG0002,ALERGINE TABLET SALUT,2337.5,25,DUS,58437.5,IDR,203,ETIKAL,Tangerang,TD,Klinik
IN6018BRG0003,IN6018,2022-04-01,CUST55602,APOTEK SINAR JAYA,BRG0003,AMPICILLIN,10690.6,13,DUS,138977.80000000002,IDR,210,MARCKS,Bekasi,TA,Apotek
IN6001BRG0004,IN6001,2022-04-02,CUST55603,APOTEK SAHABAT,BRG0004,TRAMADOL KAPSUL 50 MG,8700.7000000000007,21,DUS,182714.70000000001,IDR,201,VNS,Padang,EPM,Apotek
IN6271BRG0005,IN6271,2022-04-03,CUST55604,KLINIK DR. ANDRI,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,5648.3000000000002,21,DUS,118614.3,IDR,203,SLCYL,Lampung,TD,Klinik
IN6207BRG0006,IN6207,2022-04-04,CUST55605,APOTEK TAPAK,BRG0006,KETOCONAZOLE TABLET 200 MG,2819.1999999999998,12,DUS,33830.399999999994,IDR,205,OGB & PH,Aceh,EPM,Apotek
IN6187BRG0007,IN6187,2022-04-05,CUST55606,APOTEK MAJA,BRG0007,ERGOTAMINE COFFEINE,4592.1000000000004,25,DUS,114802.50000000001,IDR,206,ETIKAL,Kuningan,TA,Apotek
IN5995BRG0008,IN5995,2022-04-06,CUST55607,KLINIK GM,BRG0008,TETRACYCLINE KAPSUL 250 MG,3991.9000000000001,13,DUS,51894.700000000004,IDR,204,MARCKS,Jakarta,TA,Klinik
IN6156BRG0009,IN6156,2022-04-07,CUST55608,APOTEK MERDEKA,BRG0009,AMBROXOL HC,5780.6999999999998,24,DUS,138736.79999999999,IDR,207,VNS,Bandung,TA,Apotek
IN6232BRG0010,IN6232,2022-04-08,CUST55609,KLINIK SAHABAT,BRG0010,PARACETAMOL,6940.3000000000002,10,DUS,69403,IDR,208,SLCYL,Tangerang,TD,Klinik
IN5998BRG0001,IN5998,2022-04-09,CUST55610,APOTEK SINAR JAYA,BRG0001,ACYCLOVIR DUS,1169.9100000000001,23,DUS,26907.93,IDR,206,OGB & PH,Bekasi,TA,Apotek
IN6227BRG0002,IN6227,2022-04-10,CUST55611,APOTEK SAHABAT,BRG0002,ALERGINE TABLET SALUT,2337.5,12,DUS,28050,IDR,203,ETIKAL,Padang,EPM,Apotek
