id_penjualan,id_invoice,tanggal,id_customer,nama_customer,id_barang,nama_barang,harga,jumlah_barang,unit,total_harga_per_barang,mata_uang,kode_brand,brand,cabang_sales,id_distributor,group_category
IN6027BRG0003,IN6027,2022-04-11,CUST55612,APOTEK TAPAK,BRG0003,AMPICILLIN,10690.6,10,DUS,106906,IDR,210,MARCKS,Aceh,EPM,Apotek
IN6157BRG0004,IN6157,2022-04-12,CUST55613,APOTEK MAJA,BRG0004,TRAMADOL KAPSUL 50 MG,8700.7000000000007,67,DUS,582946.90000000002,IDR,201,VNS,Kuningan,TA,Apotek
IN6180BRG0005,IN6180,2022-04-13,CUST55614,KLINIK GM,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,5648.3000000000002,98,DUS,553533.40000000002,IDR,203,SLCYL,Jakarta,TA,Klinik
IN6257BRG0006,IN6257,2022-04-14,CUST55615,APOTEK MERDEKA,BRG0006,KETOCONAZOLE TABLET 200 MG,2819.1999999999998,5,DUS,14096,IDR,205,OGB & PH,Bandung,TA,Apotek
IN6031BRG0001,IN6031,2022-04-15,CUST55616,KLINIK SAHABAT,BRG0001,ACYCLOVIR DUS,4592.1000000000004,4,DUS,18368.400000000001,IDR,206,OGB & PH,Tangerang,TD,Klinik
IN6082BRG0002,IN6082,2022-04-16,CUST55617,APOTEK SINAR JAYA,BRG0002,ALERGINE TABLET SALUT,3991.9000000000001,8,DUS,31935.200000000001,IDR,203,ETIKAL,Bekasi,TA,Apotek
IN6174BRG0003,IN6174,2022-04-17,CUST55618,APOTEK SAHABAT,BRG0003,AMPICILLIN,5780.6999999999998,9,DUS,52026.299999999996,IDR,210,MARCKS,Padang,EPM,Apotek
IN6237BRG0004,IN6237,2022-04-18,CUST55619,KLINIK DR. ANDRI,BRG0004,TRAMADOL KAPSUL 50 MG,6940.3000000000002,10,DUS,69403,IDR,201,VNS,Lampung,TD,Klinik
IN6021BRG0001,IN6021,2022-04-19,CUST55620,APOTEK TAPAK,BRG0001,ACYCLOVIR DUS,1169.9100000000001,7,DUS,8189.3700000000008,IDR,206,OGB & PH,Aceh,EPM,Apotek
IN6056BRG0002,IN6056,2022-04-20,CUST55621,APOTEK MAJA,BRG0002,ALERGINE TABLET SALUT,2337.5,100,DUS,233750,IDR,203,ETIKAL,Kuningan,TA,Apotek
IN5983BRG0003,IN5983,2022-04-21,CUST55622,KLINIK GM,BRG0003,AMPICILLIN,10690.6,67,DUS,716270.20000000007,IDR,210,MARCKS,Jakarta,TA,Klinik
IN6139BRG0004,IN6139,2022-04-22,CUST55623,APOTEK MERDEKA,BRG0004,TRAMADOL KAPSUL 50 MG,8700.7000000000007,78,DUS,678654.60000000009,IDR,201,VNS,Bandung,TA,Apotek
IN6126BRG0005,IN6126,2022-04-23,CUST55624,KLINIK SAHABAT,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,5648.3000000000002,45,DUS,254173.5,IDR,203,SLCYL,Tangerang,TD,Klinik
IN6127BRG0006,IN6127,2022-04-24,CUST55625,APOTEK SINAR JAYA,BRG0006,KETOCONAZOLE TABLET 200 MG,2819.1999999999998,34,DUS,95852.799999999988,IDR,205,OGB & PH,Bekasi,TA,Apotek
IN6035BRG0007,IN6035,2022-04-25,CUST55626,APOTEK SAHABAT,BRG0007,ERGOTAMINE COFFEINE,4592.1000000000004,20,DUS,91842,IDR,206,ETIKAL,Padang,EPM,Apotek
IN6309BRG0008,IN6309,2022-04-26,CUST55627,APOTEK TAPAK,BRG0008,TETRACYCLINE KAPSUL 250 MG,3991.9000000000001,45,DUS,179635.5,IDR,204,MARCKS,Aceh,EPM,Apotek
IN6073BRG0009,IN6073,2022-04-27,CUST55628,APOTEK MAJA,BRG0009,AMBROXOL HC,5780.6999999999998,34,DUS,196543.79999999999,IDR,207,VNS,Kuningan,TA,Apotek
IN6277BRG0010,IN6277,2022-04-28,CUST55629,KLINIK GM,BRG0010,PARACETAMOL,6940.3000000000002,34,DUS,235970.20000000001,IDR,208,SLCYL,Jakarta,TA,Klinik
IN6197BRG0001,IN6197,2022-04-29,CUST55630,APOTEK MERDEKA,BRG0001,ACYCLOVIR DUS,1169.9100000000001,34,DUS,39776.940000000002,IDR,206,OGB & PH,Bandung,TA,Apotek
IN6225BRG0002,IN6225,2022-04-30,CUST55631,KLINIK SAHABAT,BRG0002,ALERGINE TABLET SALUT,2337.5,44,DUS,102850,IDR,203,ETIKAL,Tangerang,TD,Klinik
IN5999BRG0003,IN5999,2022-05-01,CUST55632,APOTEK SINAR JAYA,BRG0003,AMPICILLIN,10690.6,5,DUS,53453,IDR,210,MARCKS,Bekasi,TA,Apotek
IN6223BRG0004,IN6223,2022-05-02,CUST55633,APOTEK SAHABAT,BRG0004,TRAMADOL KAPSUL 50 MG,8700.7000000000007,6,DUS,52204.200000000004,IDR,201,VNS,Padang,EPM,Apotek
IN6273BRG0005,IN6273,2022-05-03,CUST55634,KLINIK DR. ANDRI,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,5648.3000000000002,79,DUS,446215.70000000001,IDR,203,SLCYL,Lampung,TD,Klinik
IN6047BRG0006,IN6047,2022-04-26,CUST55635,APOTEK TAPAK,BRG0006,KETOCONAZOLE TABLET 200 MG,2819.1999999999998,12,DUS,33830.399999999994,IDR,205,OGB & PH,Aceh,EPM,Apotek
IN6071BRG0007,IN6071,2022-04-27,CUST55636,APOTEK MAJA,BRG0007,ERGOTAMINE COFFEINE,4592.1000000000004,95,DUS,436249.50000000006,IDR,206,ETIKAL,Kuningan,TA,Apotek
IN6009BRG0008,IN6009,2022-04-28,CUST55637,KLINIK GM,BRG0008,TETRACYCLINE KAPSUL 250 MG,3991.9000000000001,76,DUS,303384.40000000002,IDR,204,MARCKS,Jakarta,TA,Klinik
IN6075BRG0009,IN6075,2022-04-16,CUST55638,APOTEK MERDEKA,BRG0009,AMBROXOL HC,5780.6999999999998,48,DUS,277473.59999999998,IDR,207,VNS,Bandung,TA,Apotek
IN6218BRG0010,IN6218,2022-04-17,CUST55639,KLINIK SAHABAT,BRG0010,PARACETAMOL,6940.3000000000002,21,DUS,145746.30000000002,IDR,208,SLCYL,Tangerang,TD,Klinik
IN5985BRG0001,IN5985,2022-04-18,CUST55640,APOTEK SINAR JAYA,BRG0001,ACYCLOVIR DUS,1169.9100000000001,21,DUS,24568.110000000001,IDR,206,OGB & PH,Bekasi,TA,Apotek
IN6154BRG0002,IN6154,2022-04-19,CUST55641,APOTEK SAHABAT,BRG0002,ALERGINE TABLET SALUT,2337.5,12,DUS,28050,IDR,203,ETIKAL,Padang,EPM,Apotek
IN6145BRG0003,IN6145,2022-04-20,CUST55642,APOTEK TAPAK,BRG0003,AMPICILLIN,10690.6,25,DUS,267265,IDR,210,MARCKS,Aceh,EPM,Apotek
IN6315BRG0004,IN6315,2022-04-21,CUST55643,APOTEK MAJA,BRG0004,TRAMADOL KAPSUL 50 MG,8700.7000000000007,13,DUS,113109.10000000001,IDR,201,VNS,Kuningan,TA,Apotek
IN6168BRG0005,IN6168,2022-05-13,CUST55644,KLINIK GM,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,5648.3000000000002,24,DUS,135559.20000000001,IDR,203,SLCYL,Jakarta,TA,Klinik
IN6192BRG0006,IN6192,2022-05-14,CUST55645,APOTEK MERDEKA,BRG0006,KETOCONAZOLE TABLET 200 MG,2819.1999999999998,10,DUS,28192,IDR,205,OGB & PH,Bandung,TA,Apotek
IN6285BRG0001,IN6285,2022-05-15,CUST55646,KLINIK SAHABAT,BRG0001,ACYCLOVIR DUS,4592.1000000000004,130,DUS,596973,IDR,206,OGB & PH,Tangerang,TD,Klinik
IN6077BRG0002,IN6077,2022-05-16,CUST55647,APOTEK SINAR JAYA,BRG0002,ALERGINE TABLET SALUT,3991.9000000000001,12,DUS,47902.800000000003,IDR,203,ETIKAL,Bekasi,TA,Apotek
IN6057BRG0003,IN6057,2022-05-17,CUST55648,APOTEK SAHABAT,BRG0003,AMPICILLIN,5780.6999999999998,10,DUS,57807,IDR,210,MARCKS,Padang,EPM,Apotek
IN6252BRG0004,IN6252,2022-05-18,CUST55649,KLINIK DR. ANDRI,BRG0004,TRAMADOL KAPSUL 50 MG,6940.3000000000002,67,DUS,465000.10000000003,IDR,201,VNS,Lampung,TD,Klinik
IN6272BRG0001,IN6272,2022-05-19,CUST55650,APOTEK TAPAK,BRG0001,ACYCLOVIR DUS,1169.9100000000001,98,DUS,114651.18000000001,IDR,206,OGB & PH,Aceh,EPM,Apotek
IN6150BRG0002,IN6150,2022-05-20,CUST55651,APOTEK MAJA,BRG0002,ALERGINE TABLET SALUT,2337.5,5,DUS,11687.5,IDR,203,ETIKAL,Kuningan,TA,Apotek
IN6298BRG0003,IN6298,2022-05-21,CUST55652,KLINIK GM,BRG0003,AMPICILLIN,10690.6,4,DUS,42762.400000000001,IDR,210,MARCKS,Jakarta,TA,Klinik
IN6295BRG0004,IN6295,2022-05-22,CUST55653,APOTEK MERDEKA,BRG0004,TRAMADOL KAPSUL 50 MG,8700.7000000000007,8,DUS,69605.600000000006,IDR,201,VNS,Bandung,TA,Apotek
IN6022BRG0005,IN6022,2022-05-23,CUST55654,KLINIK SAHABAT,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,5648.3000000000002,9,DUS,50834.700000000004,IDR,203,SLCYL,Tangerang,TD,Klinik
IN6090BRG0006,IN6090,2022-05-24,CUST55655,APOTEK SINAR JAYA,BRG0006,KETOCONAZOLE TABLET 200 MG,2819.1999999999998,21,DUS,59203.199999999997,IDR,205,OGB & PH,Bekasi,TA,Apotek
IN5996BRG0007,IN5996,2022-05-25,CUST55656,APOTEK SAHABAT,BRG0007,ERGOTAMINE COFFEINE,4592.1000000000004,21,DUS,96434.100000000006,IDR,206,ETIKAL,Padang,EPM,Apotek
IN6111BRG0008,IN6111,2022-05-26,CUST55657,APOTEK TAPAK,BRG0008,TETRACYCLINE KAPSUL 250 MG,3991.9000000000001,12,DUS,47902.800000000003,IDR,204,MARCKS,Aceh,EPM,Apotek
IN6194BRG0009,IN6194,2022-04-18,CUST55658,APOTEK MAJA,BRG0009,AMBROXOL HC,5780.6999999999998,25,DUS,144517.5,IDR,207,VNS,Kuningan,TA,Apotek
IN5987BRG0010,IN5987,2022-04-19,CUST55659,KLINIK GM,BRG0010,PARACETAMOL,6940.3000000000002,13,DUS,90223.900000000009,IDR,208,SLCYL,Jakarta,TA,Klinik
IN6313BRG0001,IN6313,2022-04-20,CUST55660,APOTEK MERDEKA,BRG0001,ACYCLOVIR DUS,1169.9100000000001,24,DUS,28077.840000000004,IDR,206,OGB & PH,Bandung,TA,Apotek
IN6138BRG0002,IN6138,2022-04-18,CUST55661,KLINIK SAHABAT,BRG0002,ALERGINE TABLET SALUT,2337.5,10,DUS,23375,IDR,203,ETIKAL,Tangerang,TD,Klinik
IN6316BRG0003,IN6316,2022-04-19,CUST55662,APOTEK SINAR JAYA,BRG0003,AMPICILLIN,10690.6,120,DUS,1282872,IDR,210,MARCKS,Bekasi,TA,Apotek
IN6019BRG0004,IN6019,2022-04-20,CUST55663,APOTEK SAHABAT,BRG0004,TRAMADOL KAPSUL 50 MG,8700.7000000000007,12,DUS,104408.40000000001,IDR,201,VNS,Padang,EPM,Apotek
IN6283BRG0005,IN6283,2022-05-19,CUST55664,KLINIK DR. ANDRI,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,5648.3000000000002,10,DUS,56483,IDR,203,SLCYL,Lampung,TD,Klinik
IN6169BRG0006,IN6169,2022-05-20,CUST55665,APOTEK TAPAK,BRG0006,KETOCONAZOLE TABLET 200 MG,2819.1999999999998,67,DUS,188886.39999999999,IDR,205,OGB & PH,Aceh,EPM,Apotek
IN6121BRG0007,IN6121,2022-05-21,CUST55666,APOTEK MAJA,BRG0007,ERGOTAMINE COFFEINE,4592.1000000000004,98,DUS,450025.80000000005,IDR,206,ETIKAL,Kuningan,TA,Apotek
IN6117BRG0008,IN6117,2022-05-22,CUST55667,KLINIK GM,BRG0008,TETRACYCLINE KAPSUL 250 MG,3991.9000000000001,5,DUS,19959.5,IDR,204,MARCKS,Jakarta,TA,Klinik
IN6201BRG0009,IN6201,2022-05-23,CUST55668,APOTEK MERDEKA,BRG0009,AMBROXOL HC,5780.6999999999998,4,DUS,23122.799999999999,IDR,207,VNS,Bandung,TA,Apotek
IN6179BRG0010,IN6179,2022-05-24,CUST55669,KLINIK SAHABAT,BRG0010,PARACETAMOL,6940.3000000000002,8,DUS,55522.400000000001,IDR,208,SLCYL,Tangerang,TD,Klinik
IN5978BRG0001,IN5978,2022-05-25,CUST55670,APOTEK SINAR JAYA,BRG0001,ACYCLOVIR DUS,1169.9100000000001,9,DUS,10529.190000000001,IDR,206,OGB & PH,Bekasi,TA,Apotek
IN5993BRG0002,IN5993,2022-05-26,CUST55671,APOTEK SAHABAT,BRG0002,ALERGINE TABLET SALUT,2337.5,1,DUS,2337.5,IDR,203,ETIKAL,Padang,EPM,Apotek
IN6160BRG0003,IN6160,2022-05-27,CUST55672,APOTEK TAPAK,BRG0003,AMPICILLIN,10690.6,5,DUS,53453,IDR,210,MARCKS,Aceh,EPM,Apotek
IN6282BRG0004,IN6282,2022-05-28,CUST55673,APOTEK MAJA,BRG0004,TRAMADOL KAPSUL 50 MG,8700.7000000000007,9,DUS,78306.300000000003,IDR,201,VNS,Kuningan,TA,Apotek
IN6093BRG0005,IN6093,2022-05-29,CUST55674,KLINIK GM,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,5648.3000000000002,13,DUS,73427.900000000009,IDR,203,SLCYL,Jakarta,TA,Klinik
IN6166BRG0006,IN6166,2022-05-30,CUST55675,APOTEK MERDEKA,BRG0006,KETOCONAZOLE TABLET 200 MG,2819.1999999999998,1,DUS,2819.1999999999998,IDR,205,OGB & PH,Bandung,TA,Apotek
IN6010BRG0001,IN6010,2022-05-31,CUST55676,KLINIK SAHABAT,BRG0001,ACYCLOVIR DUS,4592.1000000000004,5,DUS,22960.5,IDR,206,OGB & PH,Tangerang,TD,Klinik
IN6100BRG0002,IN6100,2022-06-01,CUST55677,APOTEK SINAR JAYA,BRG0002,ALERGINE TABLET SALUT,3991.9000000000001,9,DUS,35927.099999999999,IDR,203,ETIKAL,Bekasi,TA,Apotek
IN6222BRG0003,IN6222,2022-06-02,CUST55678,APOTEK SAHABAT,BRG0003,AMPICILLIN,5780.6999999999998,1,DUS,5780.6999999999998,IDR,210,MARCKS,Padang,EPM,Apotek
IN6032BRG0004,IN6032,2022-06-03,CUST55679,KLINIK DR. ANDRI,BRG0004,TRAMADOL KAPSUL 50 MG,6940.3000000000002,23,DUS,159626.89999999999,IDR,201,VNS,Lampung,TD,Klinik
IN6198BRG0001,IN6198,2022-06-04,CUST55680,APOTEK TAPAK,BRG0001,ACYCLOVIR DUS,1169.9100000000001,4,DUS,4679.6400000000003,IDR,206,OGB & PH,Aceh,EPM,Apotek
IN6212BRG0002,IN6212,2022-06-05,CUST55681,APOTEK MAJA,BRG0002,ALERGINE TABLET SALUT,2337.5,2,DUS,4675,IDR,203,ETIKAL,Kuningan,TA,Apotek
IN6288BRG0003,IN6288,2022-06-06,CUST55682,KLINIK GM,BRG0003,AMPICILLIN,10690.6,17,DUS,181740.20000000001,IDR,210,MARCKS,Jakarta,TA,Klinik
IN6059BRG0004,IN6059,2022-06-07,CUST55683,APOTEK MERDEKA,BRG0004,TRAMADOL KAPSUL 50 MG,8700.7000000000007,11,DUS,95707.700000000012,IDR,201,VNS,Bandung,TA,Apotek
IN6236BRG0005,IN6236,2022-06-08,CUST55684,KLINIK SAHABAT,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,5648.3000000000002,11,DUS,62131.300000000003,IDR,203,SLCYL,Tangerang,TD,Klinik
IN6296BRG0006,IN6296,2022-06-09,CUST55685,APOTEK SINAR JAYA,BRG0006,KETOCONAZOLE TABLET 200 MG,2819.1999999999998,12,DUS,33830.399999999994,IDR,205,OGB & PH,Bekasi,TA,Apotek
IN6324BRG0007,IN6324,2022-06-10,CUST55686,APOTEK SAHABAT,BRG0007,ERGOTAMINE COFFEINE,4592.1000000000004,25,DUS,114802.50000000001,IDR,206,ETIKAL,Padang,EPM,Apotek
IN6091BRG0008,IN6091,2022-06-11,CUST55687,APOTEK TAPAK,BRG0008,TETRACYCLINE KAPSUL 250 MG,3991.9000000000001,13,DUS,51894.700000000004,IDR,204,MARCKS,Aceh,EPM,Apotek
IN6033BRG0009,IN6033,2022-06-12,CUST55688,APOTEK MAJA,BRG0009,AMBROXOL HC,5780.6999999999998,34,DUS,196543.79999999999,IDR,207,VNS,Kuningan,TA,Apotek
IN6159BRG0010,IN6159,2022-06-13,CUST55689,KLINIK GM,BRG0010,PARACETAMOL,6940.3000000000002,67,DUS,465000.10000000003,IDR,208,SLCYL,Jakarta,TA,Klinik
IN6264BRG0001,IN6264,2022-06-14,CUST55690,APOTEK MERDEKA,BRG0001,ACYCLOVIR DUS,1169.9100000000001,15,DUS,17548.650000000001,IDR,206,OGB & PH,Bandung,TA,Apotek
IN6046BRG0002,IN6046,2022-06-15,CUST55691,KLINIK SAHABAT,BRG0002,ALERGINE TABLET SALUT,2337.5,12,DUS,28050,IDR,203,ETIKAL,Tangerang,TD,Klinik
IN6268BRG0003,IN6268,2022-06-16,CUST55692,APOTEK SINAR JAYA,BRG0003,AMPICILLIN,10690.6,25,DUS,267265,IDR,210,MARCKS,Bekasi,TA,Apotek
IN6310BRG0004,IN6310,2022-04-30,CUST55693,APOTEK SAHABAT,BRG0004,TRAMADOL KAPSUL 50 MG,8700.7000000000007,13,DUS,113109.10000000001,IDR,201,VNS,Padang,EPM,Apotek
IN6044BRG0005,IN6044,2022-05-01,CUST55694,KLINIK DR. ANDRI,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,5648.3000000000002,17,DUS,96021.100000000006,IDR,203,SLCYL,Lampung,TD,Klinik
IN6178BRG0006,IN6178,2022-05-02,CUST55695,APOTEK TAPAK,BRG0006,KETOCONAZOLE TABLET 200 MG,2819.1999999999998,18,DUS,50745.599999999999,IDR,205,OGB & PH,Aceh,EPM,Apotek
IN6270BRG0007,IN6270,2022-05-03,CUST55696,APOTEK MAJA,BRG0007,ERGOTAMINE COFFEINE,4592.1000000000004,18,DUS,82657.800000000003,IDR,206,ETIKAL,Kuningan,TA,Apotek
IN6123BRG0008,IN6123,2022-06-16,CUST55697,KLINIK GM,BRG0008,TETRACYCLINE KAPSUL 250 MG,3991.9000000000001,12,DUS,47902.800000000003,IDR,204,MARCKS,Jakarta,TA,Klinik
IN6265BRG0009,IN6265,2022-04-30,CUST55698,APOTEK MERDEKA,BRG0009,AMBROXOL HC,5780.6999999999998,25,DUS,144517.5,IDR,207,VNS,Bandung,TA,Apotek
IN6158BRG0010,IN6158,2022-05-01,CUST55699,KLINIK SAHABAT,BRG0010,PARACETAMOL,6940.3000000000002,13,DUS,90223.900000000009,IDR,208,SLCYL,Tangerang,TD,Klinik
IN6105BRG0001,IN6105,2022-05-02,CUST55700,APOTEK SINAR JAYA,BRG0001,ACYCLOVIR DUS,1169.9100000000001,21,DUS,24568.110000000001,IDR,206,OGB & PH,Bekasi,TA,Apotek
IN6213BRG0002,IN6213,2022-05-03,CUST55701,APOTEK SAHABAT,BRG0002,ALERGINE TABLET SALUT,2337.5,21,DUS,49087.5,IDR,203,ETIKAL,Padang,EPM,Apotek
IN6109BRG0003,IN6109,2022-06-16,CUST55702,APOTEK TAPAK,BRG0003,AMPICILLIN,10690.6,12,DUS,128287.20000000001,IDR,210,MARCKS,Aceh,EPM,Apotek
IN6249BRG0004,IN6249,2022-04-30,CUST55703,APOTEK MAJA,BRG0004,TRAMADOL KAPSUL 50 MG,8700.7000000000007,25,DUS,217517.50000000003,IDR,201,VNS,Kuningan,TA,Apotek
IN6067BRG0005,IN6067,2022-05-01,CUST55704,KLINIK GM,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,5648.3000000000002,13,DUS,73427.900000000009,IDR,203,SLCYL,Jakarta,TA,Klinik
IN6143BRG0006,IN6143,2022-05-02,CUST55705,APOTEK MERDEKA,BRG0006,KETOCONAZOLE TABLET 200 MG,2819.1999999999998,24,DUS,67660.799999999988,IDR,205,OGB & PH,Bandung,TA,Apotek
IN5990BRG0001,IN5990,2022-05-03,CUST55706,KLINIK SAHABAT,BRG0001,ACYCLOVIR DUS,4592.1000000000004,10,DUS,45921,IDR,206,OGB & PH,Tangerang,TD,Klinik
IN5992BRG0002,IN5992,2022-06-16,CUST55707,APOTEK SINAR JAYA,BRG0002,ALERGINE TABLET SALUT,3991.9000000000001,23,DUS,91813.699999999997,IDR,203,ETIKAL,Bekasi,TA,Apotek
IN6132BRG0003,IN6132,2022-04-30,CUST55708,APOTEK SAHABAT,BRG0003,AMPICILLIN,5780.6999999999998,12,DUS,69368.399999999994,IDR,210,MARCKS,Padang,EPM,Apotek
IN6030BRG0004,IN6030,2022-05-01,CUST55709,KLINIK DR. ANDRI,BRG0004,TRAMADOL KAPSUL 50 MG,6940.3000000000002,10,DUS,69403,IDR,201,VNS,Lampung,TD,Klinik
IN6094BRG0001,IN6094,2022-05-02,CUST55710,APOTEK TAPAK,BRG0001,ACYCLOVIR DUS,1169.9100000000001,67,DUS,78383.970000000001,IDR,206,OGB & PH,Aceh,EPM,Apotek
IN6294BRG0002,IN6294,2022-05-03,CUST55711,APOTEK MAJA,BRG0002,ALERGINE TABLET SALUT,2337.5,98,DUS,229075,IDR,203,ETIKAL,Kuningan,TA,Apotek
IN6012BRG0003,IN6012,2022-06-16,CUST55712,KLINIK GM,BRG0003,AMPICILLIN,10690.6,5,DUS,53453,IDR,210,MARCKS,Jakarta,TA,Klinik
IN6106BRG0004,IN6106,2022-04-30,CUST55713,APOTEK MERDEKA,BRG0004,TRAMADOL KAPSUL 50 MG,8700.7000000000007,4,DUS,34802.800000000003,IDR,201,VNS,Bandung,TA,Apotek
IN5984BRG0005,IN5984,2022-05-01,CUST55714,KLINIK SAHABAT,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,5648.3000000000002,8,DUS,45186.400000000001,IDR,203,SLCYL,Tangerang,TD,Klinik
IN6007BRG0006,IN6007,2022-05-02,CUST55715,APOTEK SINAR JAYA,BRG0006,KETOCONAZOLE TABLET 200 MG,2819.1999999999998,9,DUS,25372.799999999999,IDR,205,OGB & PH,Bekasi,TA,Apotek
IN6115BRG0007,IN6115,2022-05-03,CUST55716,APOTEK SAHABAT,BRG0007,ERGOTAMINE COFFEINE,4592.1000000000004,10,DUS,45921,IDR,206,ETIKAL,Padang,EPM,Apotek
IN6000BRG0008,IN6000,2022-06-16,CUST55717,APOTEK TAPAK,BRG0008,TETRACYCLINE KAPSUL 250 MG,3991.9000000000001,7,DUS,27943.299999999999,IDR,204,MARCKS,Aceh,EPM,Apotek
IN6097BRG0009,IN6097,2022-04-30,CUST55718,APOTEK MAJA,BRG0009,AMBROXOL HC,5780.6999999999998,100,DUS,578070,IDR,207,VNS,Kuningan,TA,Apotek
IN5989BRG0010,IN5989,2022-05-01,CUST55719,KLINIK GM,BRG0010,PARACETAMOL,6940.3000000000002,67,DUS,465000.10000000003,IDR,208,SLCYL,Jakarta,TA,Klinik
IN6151BRG0001,IN6151,2022-05-02,CUST55720,APOTEK MERDEKA,BRG0001,ACYCLOVIR DUS,1169.9100000000001,78,DUS,91252.98000000001,IDR,206,OGB & PH,Bandung,TA,Apotek
IN6037BRG0002,IN6037,2022-05-03,CUST55721,KLINIK SAHABAT,BRG0002,ALERGINE TABLET SALUT,2337.5,45,DUS,105187.5,IDR,203,ETIKAL,Tangerang,TD,Klinik
IN6165BRG0003,IN6165,2022-06-16,CUST55722,APOTEK SINAR JAYA,BRG0003,AMPICILLIN,10690.6,34,DUS,363480.40000000002,IDR,210,MARCKS,Bekasi,TA,Apotek
IN6101BRG0004,IN6101,2022-04-30,CUST55723,APOTEK SAHABAT,BRG0004,TRAMADOL KAPSUL 50 MG,8700.7000000000007,20,DUS,174014,IDR,201,VNS,Padang,EPM,Apotek
IN6142BRG0005,IN6142,2022-05-01,CUST55724,KLINIK DR. ANDRI,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,5648.3000000000002,45,DUS,254173.5,IDR,203,SLCYL,Lampung,TD,Klinik
IN6312BRG0006,IN6312,2022-05-02,CUST55725,APOTEK TAPAK,BRG0006,KETOCONAZOLE TABLET 200 MG,2819.1999999999998,34,DUS,95852.799999999988,IDR,205,OGB & PH,Aceh,EPM,Apotek
IN6112BRG0007,IN6112,2022-05-03,CUST55726,APOTEK MAJA,BRG0007,ERGOTAMINE COFFEINE,4592.1000000000004,34,DUS,156131.40000000002,IDR,206,ETIKAL,Kuningan,TA,Apotek
IN6204BRG0008,IN6204,2022-06-16,CUST55727,KLINIK GM,BRG0008,TETRACYCLINE KAPSUL 250 MG,3991.9000000000001,34,DUS,135724.60000000001,IDR,204,MARCKS,Jakarta,TA,Klinik
IN6304BRG0009,IN6304,2022-04-30,CUST55728,APOTEK MERDEKA,BRG0009,AMBROXOL HC,5780.6999999999998,44,DUS,254350.79999999999,IDR,207,VNS,Bandung,TA,Apotek
IN6004BRG0010,IN6004,2022-05-01,CUST55729,KLINIK SAHABAT,BRG0010,PARACETAMOL,6940.3000000000002,5,DUS,34701.5,IDR,208,SLCYL,Tangerang,TD,Klinik
